Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Necklace design (product.metafields.shopify.necklace-design),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Target gender (product.metafields.shopify.target-gender),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
hamsa-hand-evil-eye-necklace-1,Hamsa Hand Evil Eye Necklace,"<p>A meaningful necklace featuring a gold-tone Hamsa hand pendant with a protective evil eye center and delicate crystal accents. The symbolic design combines ancient protection symbolism with modern elegance, creating a piece that's both spiritual and stylish. The pendant hangs gracefully from a fine chain that catches the light beautifully.</p><p>Perfect for everyday wear, layering with other necklaces, or as a meaningful accessory for special occasions. Wear it to work, casual outings, or evening events. The versatile gold tone pairs effortlessly with any outfit, from minimalist basics to statement pieces.</p><p>Designed for all-day comfort with a lightweight pendant and adjustable chain length. The smooth finish ensures it won't snag on clothing, while the secure clasp keeps it in place. Skin-friendly materials make it suitable for sensitive skin and extended wear.</p><p>💝 A thoughtful gift for protection, good luck, new beginnings, or anyone who appreciates meaningful jewelry with spiritual significance.</p><h3>Features:</h3><ul>
<li>Hamsa hand pendant with evil eye detail</li>
<li>Crystal accent detailing</li>
<li>Lightweight &amp; comfortable for daily wear</li>
<li>Adjustable chain length</li>
<li>Suitable for layering or solo wear</li>
<li>Skin-friendly finish</li>
<li>Meaningful protection symbolism</li>
<li>Ideal gift for spiritual jewelry lovers</li>
</ul>",Sviwa Creation,Apparel & Accessories > Jewelry > Necklaces,Jewelry,"evil eye jewelry, gold jewelry, hamsa hand, necklace, Necklaces, spiritual jewelry",TRUE,Title,Default Title,,,,,,,,,0,shopify,11,deny,manual,999,1799,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/Gemini_Generated_Image_3gtnry3gtnry3gtn.png?v=1766074786,1,,FALSE,Hamsa Hand Evil Eye Necklace - Gold Protection Pendant | Sviwa Creation,Meaningful gold-tone Hamsa hand necklace with evil eye and crystal accents. Perfect for daily wear and layering. Spiritual protection jewelry with modern style.,196,,adult,,,,,,,,,,,adults,,gold,,metal; gold-plated,imitation-jewelry,pendant,,,unisex,,kg,,,active
hamsa-hand-evil-eye-necklace-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/Gemini_Generated_Image_olma1iolma1iolma.png?v=1766074784,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamsa-hand-evil-eye-necklace-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/Gemini_Generated_Image_v476m6v476m6v476.png?v=1766074783,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamsa-hand-evil-eye-necklace,Silver Crystal Nail Bracelet,"<p>A sleek double-wrap nail bracelet in polished silver tone, featuring sparkling crystal accents along the band. The iconic nail design creates a bold, architectural statement, while the crystals add a touch of modern luxury.</p>
<p>Perfect for making an impression at cocktail parties, date nights, or creative work events. This piece brings instant edge to simple outfits pair it with a little black dress or elevate your denim and tee look with effortless cool.</p>
<p>The flexible double-wrap design adjusts to fit most wrist sizes comfortably. Lightweight construction and smooth edges ensure all-day wearability without pinching or discomfort.</p>
<p>✨ A standout gift for the bold, fashion-forward woman who loves unique jewelry.</p>",Sviwa Creation,Apparel & Accessories > Jewelry > Necklaces,Bracelets,"bracelet, crystal jewelry, evil eye jewelry, gift for her, gold jewelry, hamsa hand, necklace, silver jewelry, statement jewelry",FALSE,Title,Default Title,,,,,,,,,0,shopify,11,deny,manual,1299,1799,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/Gemini_Generated_Image_3gtnry3gtnry3gtn.png?v=1766074786,1,,FALSE,Silver Crystal Nail Bracelet - Double Wrap Cuff | Sviwa Creation,"Bold silver-tone nail bracelet with crystal accents. Double-wrap adjustable design, statement piece. Perfect for parties & everyday edge. Modern luxury jewelry.",196,,adult,,,,,,,,,,,adults,,gold,,metal; gold-plated,imitation-jewelry,pendant,,,unisex,,kg,,,active
hamsa-hand-evil-eye-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/Gemini_Generated_Image_olma1iolma1iolma.png?v=1766074784,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamsa-hand-evil-eye-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/Gemini_Generated_Image_v476m6v476m6v476.png?v=1766074783,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamsa-hand-evil-eye-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/8f5d4dd3-0306-4cb2-b33a-4f652f5ffbf9.png?v=1766410955,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamsa-hand-evil-eye-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/12ed1529-85e4-4f1e-a47b-c68fecebd93d.png?v=1766410958,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruby-crystal-teardrop-set,Ruby Crystal Teardrop Set,"<p>A stunning jewelry set featuring rich ruby-tone teardrop stones paired with sparkling crystal accents. The delicate necklace showcases cascading ruby teardrops along a crystal-embellished chain, while the matching drop earrings feature an elegant floral crystal design with ruby teardrops. The coordinating ring completes the set with a classic teardrop silhouette surrounded by crystal detailing.</p><p>Perfect for weddings, festive celebrations, date nights, and special occasions. Wear the complete set for a coordinated bridal look or style pieces individually for everyday elegance. Pairs beautifully with traditional outfits, evening gowns, or neutral tones to let the rich ruby color shine.</p><p>Designed with all-day comfort in mind, the necklace features a secure clasp and lightweight construction. The earrings have a balanced drop length that moves gracefully, and the ring has a smooth band for comfortable wear. Skin-friendly materials ensure no irritation during extended events.</p><p>💝 A stunning gift for brides, anniversaries, Valentine's Day, or anyone who loves timeless elegance with a pop of color.</p><h3>Features:</h3><ul>
<li>Complete jewelry set: necklace, earrings &amp; ring</li>
<li>Ruby-tone teardrop stones with crystal accents</li>
<li>Elegant cascading necklace design</li>
<li>Lightweight &amp; comfortable for all-day wear</li>
<li>Suitable for weddings, parties &amp; festive occasions</li>
<li>Skin-friendly finish</li>
<li>Versatile styling for traditional &amp; modern looks</li>
<li>Ideal gift for celebrations &amp; romantic occasions</li>
</ul>",Sviwa Creation,Apparel & Accessories > Jewelry > Jewelry Sets,Jewelry,"crystal necklace, Earrings, jewelry set, Necklaces, Rings, ruby jewelry, statement jewelry, wedding jewelry",TRUE,Title,Default Title,,,,,,,,,0,shopify,1,deny,manual,1999,4999,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/Gemini_Generated_Image_4b9fjd4b9fjd4b9f.png?v=1766074447,1,,FALSE,Ruby Crystal Teardrop Jewelry Set - Necklace Earrings Ring | Sviwa Creation,"Elegant ruby and crystal jewelry set with cascading teardrop necklace, drop earrings & ring. Perfect for weddings and special occasions. Shop luxury jewelry sets.",6463,,adult,,,,,,,,,,,adults,,floral,,metal,imitation-jewelry,,,,female,,kg,,,active
ruby-crystal-teardrop-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/Gemini_Generated_Image_d299a2d299a2d299.png?v=1766074459,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruby-crystal-teardrop-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/Gemini_Generated_Image_w04kb6w04kb6w04k.png?v=1766074459,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruby-crystal-teardrop-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/Gemini_Generated_Image_pwiincpwiincpwii.png?v=1766074447,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruby-crystal-teardrop-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/Gemini_Generated_Image_3ra5u33ra5u33ra5.png?v=1766074460,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sapphire-blue-crystal-statement-necklace-set,Sapphire Blue Crystal Statement Necklace Set,"<p>This stunning statement necklace set features cascading layers of sapphire blue crystals framed in sparkling silver-tone settings. The geometric arrangement of rectangular, round, and teardrop stones creates a luxurious, eye-catching design that adds instant glamour to any outfit. Paired with matching chandelier earrings, this set brings bold elegance to your jewelry collection.</p><p>Perfect for weddings, festive celebrations, parties, or special evenings out, this versatile set transitions effortlessly from traditional to contemporary looks. Layer it over a simple white kurta for a classic vibe or pair it with a sleek dress for modern sophistication. The rich blue hue complements a wide range of colors and styles.</p><p>Crafted with attention to detail, the necklace features a comfortable adjustable chain and secure clasp for easy wear. The lightweight construction ensures you can wear this statement piece all day or night without discomfort. The polished finish and quality craftsmanship give it a premium look and feel.</p><p>💙 Makes a thoughtful gift for birthdays, anniversaries, or festive occasions – beautifully packaged and ready to delight.</p><ul>
<li>Multi-layered statement necklace with matching earrings</li>
<li>Sapphire blue crystal stones with sparkling accents</li>
<li>Silver-tone metal finish for a premium look</li>
<li>Lightweight &amp; comfortable for extended wear</li>
<li>Adjustable chain with secure clasp</li>
<li>Perfect for weddings, parties &amp; festive occasions</li>
<li>Versatile design suits traditional &amp; modern outfits</li>
<li>Ideal gift for women &amp; girls</li>
<li>Imitation jewelry with quality craftsmanship</li>
</ul>",Sviwa Creation,Apparel & Accessories > Jewelry > Jewelry Sets,Jewelry,"blue crystal, necklace set, Necklaces, party wear, statement jewelry, wedding jewelry",TRUE,Title,Default Title,,,,,,,,,150,shopify,1,deny,manual,3499,7999,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/Gemini_Generated_Image_36lzt436lzt436lz.png?v=1766074314,1,,FALSE,Sapphire Blue Crystal Statement Necklace Set - Sviwa Creation,"Stunning sapphire blue crystal necklace set with matching earrings. Perfect for weddings, parties & festive occasions. Lightweight, elegant & versatile design.",6463,,adult,,,,,,,,,,,adults,,geometric,,metal,imitation-jewelry,,,,female,,g,,,active
sapphire-blue-crystal-statement-necklace-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/Gemini_Generated_Image_7i1ssa7i1ssa7i1s.png?v=1766074314,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crystal-teardrop-statement-set,Crystal Teardrop Statement Set,"<p>A breathtaking jewelry set featuring sparkling crystal teardrops and mixed-cut stones in a luxurious design. The statement necklace showcases cascading teardrop pendants with intricate detailing, while the matching drop earrings and teardrop ring complete the glamorous ensemble. Each piece captures light beautifully, creating maximum sparkle and elegance.</p><p>Perfect for weddings, galas, cocktail parties, and milestone celebrations. Wear the complete set for a show-stopping bridal look or style pieces individually for everyday luxury. Pairs beautifully with evening gowns, little black dresses, or elegant blazers for a sophisticated finish.</p><p>Designed with all-day comfort in mind, the necklace features a secure clasp and balanced weight distribution. The earrings are lightweight despite their dramatic length, and the ring has a smooth band for comfortable wear. Skin-friendly materials ensure no irritation during extended events.</p><p>💝 A stunning gift for brides, bridesmaids, anniversaries, or anyone who loves statement-making jewelry.</p><h3>Features:</h3><ul>
<li>Complete jewelry set: necklace, earrings &amp; ring</li>
<li>Mixed-cut crystal stones with teardrop accents</li>
<li>Dramatic statement design for special occasions</li>
<li>Lightweight construction for all-day comfort</li>
<li>Suitable for weddings, parties &amp; formal events</li>
<li>Skin-friendly finish</li>
<li>Versatile styling for bridal &amp; evening wear</li>
<li>Ideal gift for celebrations</li>
</ul>",Sviwa Creation,Apparel & Accessories > Jewelry > Jewelry Sets,Jewelry,"bridal jewelry, crystal jewelry, Earrings, jewelry set, Necklaces, Rings, statement necklace, wedding jewelry",TRUE,Title,Default Title,,,,,,,,,0,shopify,1,deny,manual,3499,7999,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/Gemini_Generated_Image_26t30x26t30x26t3.png?v=1766074210,1,,FALSE,Crystal Teardrop Statement Jewelry Set - Bridal Necklace Earrings Ring | Sviwa Creation,"Luxurious crystal statement jewelry set with cascading teardrop necklace, drop earrings & ring. Perfect for weddings and special occasions. Shop bridal jewelry sets.",6463,,adult,,,,,,,,,,,adults,,geometric; clear,,metal,imitation-jewelry,,,,female,,kg,,,active
crystal-teardrop-statement-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/Gemini_Generated_Image_777lgh777lgh777l.png?v=1766074210,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crystal-teardrop-statement-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/Gemini_Generated_Image_v03x7rv03x7rv03x.png?v=1766074209,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crystal-teardrop-statement-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/Gemini_Generated_Image_2kbmex2kbmex2kbm.png?v=1766074193,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crystal-teardrop-statement-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/Gemini_Generated_Image_mriuinmriuinmriu.png?v=1766074211,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emerald-crystal-floral-set,Emerald Crystal Floral Set,"<p>An exquisite jewelry set featuring emerald-tone rectangular stones paired with sparkling crystal florals. The necklace showcases an alternating pattern of rich green gems and delicate flower motifs, creating a sophisticated and eye-catching design. Matching drop earrings complete the luxurious ensemble with the same elegant detailing.</p><p>Perfect for weddings, festive celebrations, cocktail parties, and special occasions. Wear the complete set for a coordinated look or style pieces separately for everyday elegance. Pairs beautifully with traditional sarees, modern gowns, or crisp white ensembles for a timeless appeal.</p><p>Designed for all-day comfort with a secure clasp closure and lightweight construction. The smooth finish ensures no snagging on delicate fabrics, while skin-friendly materials prevent irritation. Each piece is crafted to sit perfectly without feeling heavy or uncomfortable.</p><p>💝 A stunning gift for brides, anniversaries, milestone celebrations, or anyone who appreciates timeless elegance.</p><h3>Features:</h3><ul>
<li>Complete jewelry set: necklace &amp; earrings</li>
<li>Emerald-tone stones with crystal floral accents</li>
<li>Elegant alternating pattern design</li>
<li>Lightweight &amp; comfortable for extended wear</li>
<li>Suitable for weddings &amp; special occasions</li>
<li>Skin-friendly finish</li>
<li>Versatile styling for traditional &amp; modern looks</li>
<li>Ideal gift for celebrations</li>
</ul>",Sviwa Creation,Apparel & Accessories > Jewelry > Jewelry Sets,Jewelry,"crystal necklace, Earrings, emerald jewelry, jewelry set, Necklaces, statement jewelry, wedding jewelry",TRUE,Title,Default Title,,,,,,,,,0,shopify,1,deny,manual,1999,6999,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/Gemini_Generated_Image_3r2ky73r2ky73r2k.png?v=1766073942,1,,FALSE,Emerald Crystal Floral Jewelry Set - Necklace & Earrings | Sviwa Creation,Elegant emerald and crystal floral jewelry set with statement necklace and drop earrings. Perfect for weddings and special occasions. Shop luxury jewelry sets.,6463,,adult,,,,,,,,,,,adults,,floral,,metal,imitation-jewelry,,,,female,,kg,,,active
emerald-crystal-floral-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/Gemini_Generated_Image_q9fqeeq9fqeeq9fq.png?v=1766073926,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emerald-crystal-floral-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/Gemini_Generated_Image_g6kt14g6kt14g6kt.png?v=1766073942,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emerald-crystal-floral-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/ChatGPT_Image_Dec_18_2025_05_31_44_PM.png?v=1766073929,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emerald-crystal-statement-set,Emerald Crystal Statement Set,"<p>A breathtaking jewelry set featuring sparkling crystals paired with rich green emerald-tone stones. The statement necklace showcases a stunning teardrop design with intricate detailing, while the matching ring and earrings complete the luxurious look. Each piece catches the light beautifully, creating an eye-catching sparkle.</p><p>Perfect for weddings, parties, festive celebrations, and special evenings. Wear the full set for maximum impact or style pieces individually for everyday elegance. Pairs beautifully with both traditional and contemporary outfits, from elegant gowns to crisp white blazers.</p><p>Designed with comfort in mind, the necklace features a secure clasp and sits perfectly on the neckline. The ring has a smooth finish, and the earrings are lightweight for all-day wear. Skin-friendly materials ensure no irritation, even during extended wear.</p><p>💝 A stunning gift for brides, bridesmaids, anniversaries, or anyone who loves statement jewelry.</p><h3>Features:</h3><ul>
<li>Complete jewelry set: necklace, ring &amp; earrings</li>
<li>Emerald-tone stones with crystal detailing</li>
<li>Statement design perfect for special occasions</li>
<li>Lightweight &amp; comfortable for extended wear</li>
<li>Skin-friendly finish</li>
<li>Versatile styling for traditional &amp; modern looks</li>
<li>Ideal gift for weddings &amp; celebrations</li>
</ul>",Sviwa Creation,Apparel & Accessories > Jewelry > Jewelry Sets,Jewelry,"crystal necklace, emerald jewelry, jewelry set, Necklaces, Rings, statement jewelry, wedding jewelry",TRUE,Title,Default Title,,,,,,,,,0,shopify,4,deny,manual,2200,3999,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0716/4195/6543/files/Gemini_Generated_Image_4whi1p4whi1p4whi.png?v=1766073707,1,,FALSE,Emerald Crystal Statement Jewelry Set - Necklace Ring Earrings | Sviwa Creation,"Luxurious emerald and crystal jewelry set with statement necklace, ring & earrings. Perfect for weddings, parties & special occasions. Shop premium jewelry sets.",6463,,adult,,,,,,,,,,,adults,,geometric; floral,,metal,imitation-jewelry,,,,female,,kg,,,active
